index,name,address,city,postalCode,phone,mobile,business_page,logo
973,Qwaider Al Nabulsi Restaurant,"Al Murakabat Rd, Near Clock Tower, Deira","Dubai, UAE ",11171,+9704-2277760,+97None,https://www.yellowpages-uae.com/qwaider-al-nabulsi-restaurant-175208.html,
974,Raaga Restaurant,"Opp New Burjuman, Al Karama","Dubai, UAE ",237796,+9704-3970211,+9704-3970212,https://www.yellowpages-uae.com/raaga-restaurant-175269.html,
975,Radhe O Radhe Restaurant LLC,"Opp Day to Day, Kuwait St, Karama","Dubai, UAE ",None,+9704-3365339,+97None,https://www.yellowpages-uae.com/radhe-o-radhe-restaurant-llc-68555.html,
976,Radio Restaurant,"Near Al Wahda Post Office, Jamal Abdul Nasser St","Sharjah, UAE ",22196,+9706-5597786,+97None,https://www.yellowpages-uae.com/radio-restaurant-118291.html,
977,Raidan Mandi Restaurant,None,"Sharjah, UAE ",None,+9706-5553801,+97050-9560390,https://www.yellowpages-uae.com/raidan-mandi-restaurant-175231.html,
978,Raihana Restaurant,Old Jawazat Rd,"Abu Dhabi, UAE ",6479,+9702-6428440,+97None,https://www.yellowpages-uae.com/raihana-restaurant-134190.html,
979,Rainbow Catering and Wedding Services LLC Co,"Near Gold Center Signal, Al Qasimiyah St","Sharjah, UAE ",4561,+9706-5733925,+97None,https://www.yellowpages-uae.com/rainbow-catering-and-wedding-services-llc-co-116915.html,
980,Rainbow Steak House,Mussafah,"Abu Dhabi, UAE ",None,+9702-5526606,+97None,https://www.yellowpages-uae.com/rainbow-steak-house-147722.html,
981,Rainbow Steak House and Catering Services Company LLC,"M 40, Musaffah","Abu Dhabi, UAE ",46663,+9702-6333434,+97None,https://www.yellowpages-uae.com/rainbow-steak-house-and-catering-services-company-llc-116168.html,
982,Rainbow Steak House Restaurant,Al Qasimia St,"Sharjah, UAE ",None,+9706-5723505,+97None,https://www.yellowpages-uae.com/rainbow-steak-house-restaurant-147201.html,
983,Rashed Al Katheeri Mandi Restaurant,"Beside Zulekha Hospital, Zahara St, Al Nasryah","Sharjah, UAE ",None,+9706-5654051,+97None,https://www.yellowpages-uae.com/rashed-al-katheeri-mandi-restaurant-109068.html,
984,Rawabina Restaurant,Al Garhoud,"Dubai, UAE ",28629,+9704-2981447,+97None,https://www.yellowpages-uae.com/rawabina-restaurant-175559.html,
985,Rawal Restaurant,Hor Al Anz,"Dubai, UAE ",11201,+9704-2979144,+97None,https://www.yellowpages-uae.com/rawal-restaurant-118125.html,
986,Rays Grill,"Jumeirah Al Etihad Towers, Al Khubeirah","Abu Dhabi, UAE ",None,+9702-8115666,+97None,https://www.yellowpages-uae.com/rays-grill-175716.html,
987,Real Taste Cafeteria,"Near Emirates Plaza Hotel, TCA","Abu Dhabi, UAE ",None,+9702-6411007,+97052-6960600,https://www.yellowpages-uae.com/real-taste-cafeteria-175549.html,
988,Red Roaster,"27-28, Salem Shk Bldg, Satwa","Dubai, UAE ",None,+9704-3855999,+97None,https://www.yellowpages-uae.com/red-roaster-175341.html,
989,Red Table Iranian Restaurant,"Khalfan Bin Jamber building, Al Muteena Street, Deira","Dubai, UAE ",16449,+9704-2729131,+97None,https://www.yellowpages-uae.com/red-table-restaurant-35716.html,
990,Red Tomato Pizza Restaurant LLC,Al Barsha,"Dubai, UAE ",450103,+9704-4470497,+97None,https://www.yellowpages-uae.com/red-tomato-pizza-restaurant-llc-147686.html,
991,Reef Deira Cafeteria & Restaurant,Al Muteena,"Dubai, UAE ",56277,+9704-2710103,+97054-3178500,https://www.yellowpages-uae.com/reef-deira-cafeteria-restaurant-175218.html,
992,Reef Demashq Restaurant,"Al Twar , Qusais","Dubai, UAE ",55505,+9704-2616336,+97None,https://www.yellowpages-uae.com/reef-demashq-restaurant-68532.html,
993,Relax @ 12,Al Arabi Street,"Abu Dhabi, UAE ",None,+9702-6545000,+97None,https://www.yellowpages-uae.com/relax-12-175661.html,
994,Retail & Beyond Commercial Investment LLC,Business Bay,"Dubai, UAE ",9623,+9704-3699775,+97None,https://www.yellowpages-uae.com/retail-beyond-commercial-investment-llc-151382.html,
995,Rez Bhaleeb Restaurant,"Behind ADCB Bank, Electra Street","Abu Dhabi, UAE ",105671,+9702-6660178,+97None,https://www.yellowpages-uae.com/rez-bhaleeb-restaurant-175526.html,
996,Rhythm N Bites,Oud Metha,"Dubai, UAE ",126624,+9704-3583368,+97None,https://www.yellowpages-uae.com/rhythm-n-bites-140895.html,
997,Rice Overdose,Salama St,"Abu Dhabi, UAE ",None,+9702-6220068,+97052-1775697,https://www.yellowpages-uae.com/rice-overdose-175504.html,
998,Rihan Restaurant,Al Qusais 2,"Dubai, UAE ",None,+9704-2592992,+97None,https://www.yellowpages-uae.com/rihan-restaurant-103520.html,
999,Rimal Bar,Bani Yas,"Abu Dhabi, UAE ",None,+9702-6596666,+97None,https://www.yellowpages-uae.com/rimal-bar-147578.html,
1000,Ritaj Restaurant,Electra St,"Abu Dhabi, UAE ",27034,+9702-6310036,+97None,https://www.yellowpages-uae.com/ritaj-restaurant-146543.html,
1001,Rite Bite,"Opp Day to Day, Near Post Office, Karama","Dubai, UAE ",None,+9704-3576306,+97None,https://www.yellowpages-uae.com/rite-bite-68552.html,
1002,Riviera Italian Restaurant,Al Bateen,"Abu Dhabi, UAE ",44044,+9702-6650144,+97None,https://www.yellowpages-uae.com/riviera-italian-restaurant-118055.html,
1003,Robertos,None,"Dubai, UAE ",None,+9704-3860066,+97None,https://www.yellowpages-uae.com/robertos-175646.html,
1004,Robyan Restaurant,"Bhnd Al Mamzar Bldg, Hor Al Anz East, Deira","Dubai, UAE ",16515,+9704-2977474,+97056-7425888,https://www.yellowpages-uae.com/robyan-restaurant-175205.html,
1005,Rock Bottom - Regent Palace Hotel,"Opp Burjuman Centre, Trade Centre Rd, Karama","Dubai, UAE ",26816,+9704-3963888,+97None,https://www.yellowpages-uae.com/rock-bottom-regent-palace-hotel-113971.html,
1006,Rodeo Grill,"Beach Rotana, Al Zahiyah","Abu Dhabi, UAE ",None,+9702-6979012,+97None,https://www.yellowpages-uae.com/rodeo-grill-175622.html,
1007,Ronda Locatelli,"Crescent Rd, Palm Jumeirah","Dubai, UAE ",211188,+9704-4262626,+97None,https://www.yellowpages-uae.com/ronda-locatelli-125572.html,
1008,Rosewater,"Jumeirah Al Etihad Towers, Al Khubeirah","Abu Dhabi, UAE ",None,+9702-8115555,+97None,https://www.yellowpages-uae.com/rosewater-175718.html,
1009,Rosina Bellina Restaurant,Corniche Road,"Abu Dhabi, UAE ",None,+9702-6390587,+97None,https://www.yellowpages-uae.com/rosina-bellina-restaurant-168560.html,
1010,Rossovivo,"Millenium Tower, Shk Zayed Road","Dubai, UAE ",None,+9704-3805833,+97None,https://www.yellowpages-uae.com/rossovivo-175774.html,
1011,Royal Foods Restaurant,"Grand Shopping Mall, Al Quoz","Dubai, UAE ",33716,+9704-3388977,+97None,https://www.yellowpages-uae.com/royal-foods-restaurant-144433.html,
1012,Royal Kebab Restaurant,"Shop 2, Lake Central Tower, Fakhruddin Properties, Business Bay","Dubai, UAE ",282947,+9704-2753096,+97None,https://www.yellowpages-uae.com/royal-kebab-restaurant-153684.html,
1013,Royal Orchid Chinese & Thai Restaurant,Marina Walk,"Dubai, UAE ",114586,+9704-3674040,+97None,https://www.yellowpages-uae.com/royal-orchid-chinese-thai-restaurant-113545.html,
1014,Royal Rajasthan Restaurant & Cafe,Hamdan Street,"Abu Dhabi, UAE ",72535,+9702-6353763,+97050-8685252,https://www.yellowpages-uae.com/royal-rajasthan-restaurant-cafe-175512.html,
1015,Rozanah Restaurant,Yas Marina,"Abu Dhabi, UAE ",None,+9702-4963411,+97None,https://www.yellowpages-uae.com/rozanah-restaurant-168558.html,
1016,Ruchi Restaurant,Ziyani Area,"Abu Dhabi, UAE ",35980,+9702-6792679,+97None,https://www.yellowpages-uae.com/ruchi-restaurant-132000.html,
1017,Ruchi Star Restaurant,"Bhnd Arabian Courtyard Hotel, Near Dubai Museum, Bur Dubai","Dubai, UAE ",234480,+9704-3525895,+97056-1823509,https://www.yellowpages-uae.com/ruchi-star-restaurant-175290.html,
1018,S Cafe,JLT,"Dubai, UAE ",None,+9704-3794044,+97None,https://www.yellowpages-uae.com/s-cafe-175776.html,
1019,Saba Mandi & Madhbi Rest,"Next to Sharjah University, Muweilah","Sharjah, UAE ",None,+9706-5500816,+97None,https://www.yellowpages-uae.com/saba-mandi-madhbi-rest-175462.html,
1020,Sabir Afghan Restaurant,"318 Road, Near Grand City Mall, Al Quoz","Dubai, UAE ",None,+97052-4243516,+97None,https://www.yellowpages-uae.com/sabir-afghan-restaurant-175590.html,
1021,Saca Advertising LLC,None,"Dubai, UAE ",27680,+9704-2563531,+97None,https://www.yellowpages-uae.com/saca-advertising-llc-152647.html,
1022,Sacci,None,"Abu Dhabi, UAE ",None,+9702-6169999,+97None,https://www.yellowpages-uae.com/sacci-175719.html,
1023,Sadaf,Al Maktoum St,"Dubai, UAE ",None,+9704-2221622,+97None,https://www.yellowpages-uae.com/sadaf-105428.html,
1024,Sadaf Wa Marjan Restaurant LLC,"Bhnd Dubai Islamic Bank, National Paints, Al Muweilah","Sharjah, UAE ",None,+9706-5356030,+97None,https://www.yellowpages-uae.com/sadaf-wa-marjan-restaurant-llc-146560.html,
1025,Safari Bruasted Chicken & Refreshment,"Near Dana Hotel, TCA","Abu Dhabi, UAE ",None,+9702-6450003,+97None,https://www.yellowpages-uae.com/safari-bruasted-chicken-refreshment-131680.html,
1026,Safeer Al Mandi,"Jamal Abdul Naser Rd, Al Majaz","Sharjah, UAE ",None,+9706-5444225,+97None,https://www.yellowpages-uae.com/safeer-al-mandi-147688.html,
1027,Safire Restaurant,"Near UAE Exchange, Rolla Sq","Sharjah, UAE ",20256,+9706-5614393,+97None,https://www.yellowpages-uae.com/safire-restaurant-112392.html,
1028,Sagar Calicut,"Near Al Ansari Exchange, Al Arooba St","Sharjah, UAE ",67993,+9706-5639781,+97055-1979165,https://www.yellowpages-uae.com/sagar-calicut-68586.html,
1029,Sagar City Restaurant,Abu Shagara,"Sharjah, UAE ",None,+9706-5595660,+97None,https://www.yellowpages-uae.com/sagar-city-restaurant-147203.html,
1030,Sagar Deluxe Restaurant LLC,Hor Al Anz,"Dubai, UAE ",None,+9704-2963738,+97None,https://www.yellowpages-uae.com/sagar-deluxe-restaurant-llc-148308.html,
1031,Sagar Restaurant,Passport Rd,"Abu Dhabi, UAE ",None,+9702-6413690,+97None,https://www.yellowpages-uae.com/sagar-restaurant-145536.html,
1032,Sager Deira Restaurant LLC,Hor Al Anz,"Dubai, UAE ",82041,+9704-2681268,+97None,https://www.yellowpages-uae.com/sager-deira-restaurant-llc-146793.html,
1033,Sai Dham Restaurant,Karama,"Dubai, UAE ",28146,+9704-3358788,+97None,https://www.yellowpages-uae.com/sai-dham-restaurant-141795.html,
1034,Saif Al Jazeera Restaurant,"Frij Murar, Deira","Dubai, UAE ",89051,+9704-2710532,+97None,https://www.yellowpages-uae.com/saif-al-jazeera-restaurant-131057.html,
1035,Salaam Namaste Restaurant,"Meena Bazar, Bur Dubai","Dubai, UAE ",241473,+9704-3256144,+97058-2349786,https://www.yellowpages-uae.com/salaam-namaste-restaurant-175292.html,
1036,Salat Al Makolat Restaurant,"Behind National Hospital, Najda Street","Abu Dhabi, UAE ",None,+9702-6749901,+97050-1221302,https://www.yellowpages-uae.com/salat-al-makolat-restaurant-175576.html,
1037,Saleh Bin Lahej Group,Garhoud,"Dubai, UAE ",1443,+9704-2828188,+97None,https://www.yellowpages-uae.com/saleh-bin-lahej-group-118062.html,
1038,Salem Saif Restaurant,None,"Jebel Ali, UAE ",None,+9704-8523951,+97None,https://www.yellowpages-uae.com/salem-saif-restaurant-101182.html,
1039,Salero,"Kempenski Hotel, Shk Zayed Road","Dubai, UAE ",None,+9704-4095888,+97None,https://www.yellowpages-uae.com/salero-175775.html,
1040,Salim Ali Salim Restaurant,Al Dagaya Street,"Dubai, UAE ",None,+9704-2261383,+97None,https://www.yellowpages-uae.com/salim-ali-salim-restaurant-101163.html,
1041,Sama Al Akawi Restaurant,None,"Abu Dhabi, UAE ",None,+97052-2610444,+97052-2610555,https://www.yellowpages-uae.com/sama-al-akawi-restaurant-175511.html,
1042,Sama Al Khaleej Pastry,Al Nahda 2,"Dubai, UAE ",None,+9704-2390916,+97050-9781207,https://www.yellowpages-uae.com/sama-al-khaleej-pastry-175228.html,
1043,Samakmk Restaurant,"Al Qasimiya St, Al Ghubaiba","Sharjah, UAE ",None,+9706-5676703,+97None,https://www.yellowpages-uae.com/samakmk-restaurant-147326.html,
1044,Samiramis Cafeteria,"Near Al Sahaba Mosque, TCA","Abu Dhabi, UAE ",None,+9702-6459034,+97050-5667901,https://www.yellowpages-uae.com/samiramis-cafeteria-175494.html,
1045,Samurai Japanese Restaurant,Meena Rd,"Abu Dhabi, UAE ",5133,+9702-6766612,+97None,https://www.yellowpages-uae.com/samurai-japanese-restaurant-118744.html,
1046,Sanaya Al Thoufeeque Rest,Mussafah,"Abu Dhabi, UAE ",8375,+9702-5559923,+97None,https://www.yellowpages-uae.com/sanaya-al-thoufeeque-rest-126030.html,
1047,Sandwichy,"One Omniyat Tower, Business Bay","Dubai, UAE ",None,+97800245245,+97None,https://www.yellowpages-uae.com/sandwichy-175303.html,
1048,Sangeet Indian Multicuisine Restaurant,Al Qusais,"Dubai, UAE ",125981,+9704-2592433,+97None,https://www.yellowpages-uae.com/sangeet-indian-multicuisine-restaurant-103524.html,
1049,Sangeeta Veg Restaurant,Karama,"Dubai, UAE ",4893,+9704-3367111,+97None,https://www.yellowpages-uae.com/sangeeta-veg-restaurant-133361.html,
1050,Sangeetha Vegetarian Restaurant LLC,Karama,"Dubai, UAE ",None,+9704-3367111,+97None,https://www.yellowpages-uae.com/sangeetha-vegetarian-restaurant-llc-108479.html,
1051,Sanman Restaurant,Qusais,"Dubai, UAE ",20249,+9704-2613415,+97None,https://www.yellowpages-uae.com/sanman-restaurant-143859.html,
1052,Saraya Palace Restaurant,Khalidiya,"Abu Dhabi, UAE ",32002,+9702-6662288,+97None,https://www.yellowpages-uae.com/saraya-palace-restaurant-145703.html,
1053,Sardina Seafood Restaurant,"Reem Mall, Jumairah Road, Jumairah 3","Dubai, UAE ",333327,+9704-3390444,+97052-8734444,https://www.yellowpages-uae.com/sardina-seafood-restaurant-173430.html,
1054,Sardinia,Al Mushrif,"Abu Dhabi, UAE ",None,+9702-6577640,+97None,https://www.yellowpages-uae.com/sardinia-175720.html,
1055,Sarhad Darbar General Trading,None,"Dubai, UAE ",91753,+9704-2565394,+97None,https://www.yellowpages-uae.com/sarhad-darbar-general-trading-158845.html,
1056,Sarhad Darbar Restaurants LLC,Al Aweer,"Dubai, UAE ",94637,+9704-2363114,+97None,https://www.yellowpages-uae.com/sarhad-darbar-restaurants-llc-143417.html,
1057,Satwa Palace Restaurant,Satwa Road,"Dubai, UAE ",None,+9704-3422070,+97None,https://www.yellowpages-uae.com/satwa-palace-restaurant-142376.html,
1058,Savage Garden - Capitol Hotel,"Al Mina Rd, Bur Dubai","Dubai, UAE ",33228,+9704-3460111,+97None,https://www.yellowpages-uae.com/savage-garden-capitol-hotel-134821.html,
1059,Sax Restaurant Club,Khalifa St,"Abu Dhabi, UAE ",44489,+9702-6741286,+97None,https://www.yellowpages-uae.com/sax-restaurant-club-131634.html,
1060,Sayad Bahar Restaurant,Al Garhoud,"Dubai, UAE ",None,+9704-2288003,+97None,https://www.yellowpages-uae.com/sayad-bahar-restaurant-175537.html,
1061,Sayad Seafood,"Emirates Palace, Al Ras Al Akhdar","Abu Dhabi, UAE ",None,+9702-6907999,+97None,https://www.yellowpages-uae.com/sayad-seafood-175740.html,
1062,Scantic Restaurant,"Near Bus Station, Satwa","Dubai, UAE ",24611,+9704-3492162,+97None,https://www.yellowpages-uae.com/scantic-restaurant-125036.html,
1063,Sea Mood Restaurant,"Mankhool Road, Satwa","Dubai, UAE ",None,+9704-3857977,+97None,https://www.yellowpages-uae.com/sea-mood-restaurant-175777.html,
1064,Sea Mood Restaurant,"Mankhool Rd, Diyafa","Dubai, UAE ",None,+9704-3857977,+97None,https://www.yellowpages-uae.com/sea-mood-restaurant-148173.html,
1065,Sea Shell Cafeteria,"Near Emarat, Garhoud Bridge Aree, Garhoud","Dubai, UAE ",None,+9704-3244334,+97055-5598186,https://www.yellowpages-uae.com/sea-shell-cafeteria-175212.html,
1066,Sea Shell LLC,None,"Abu Dhabi, UAE ",None,+9702-6215234,+97None,https://www.yellowpages-uae.com/sea-shell-llc-145704.html,
1067,Sea View Restaurant,Jumeirah Rd,"Dubai, UAE ",11449,+9704-3335552,+97None,https://www.yellowpages-uae.com/sea-view-restaurant-164164.html,
1068,Sealand Restaurant,"Bhnd UAE Exchange Centre, Rolla","Sharjah, UAE ",60522,+9706-5612020,+97None,https://www.yellowpages-uae.com/sealand-restaurant-137781.html,
1069,Seazen Foodpoint Restaurant,None,"Abu Dhabi, UAE ",None,+9702-6264191,+97050-1149859,https://www.yellowpages-uae.com/seazen-foodpoint-restaurant-175528.html,
1070,Segafredo Zanetti Espresso,Ibn Batuta Mall,"Dubai, UAE ",23684,+9704-3243757,+97None,https://www.yellowpages-uae.com/segafredo-zanetti-espresso-132050.html,
1071,Select Restaurant & Cafeteria,Electra St,"Abu Dhabi, UAE ",None,+9702-6330068,+97None,https://www.yellowpages-uae.com/select-restaurant-cafeteria-145676.html,
1072,Seven Emirates Restaurant,None,"Abu Dhabi, UAE ",None,+9702-5524125,+97None,https://www.yellowpages-uae.com/seven-emirates-restaurant-146544.html,
1073,Sevilla Restaurant,None,"Abu Dhabi, UAE ",None,+9702-5080555,+97None,https://www.yellowpages-uae.com/sevilla-restaurant-142536.html,
1074,Sevilos,Khalifa Str,"Abu Dhabi, UAE ",None,+9702-6146000,+97None,https://www.yellowpages-uae.com/sevilos-143302.html,
1075,Shabab Al Tybeen Cafeteria,"Behind Honda Showroom, Electra Street","Abu Dhabi, UAE ",None,+9702-6745277,+97050-1617668,https://www.yellowpages-uae.com/shabab-al-tybeen-cafeteria-175519.html,
1076,Shabiyat Al Toufeeq Refreshments,Mussafah,"Abu Dhabi, UAE ",None,+9702-5527176,+97None,https://www.yellowpages-uae.com/shabiyat-al-toufeeq-refreshments-146545.html,
1077,Shahab Restaurant,"Bldg, 28, Near Eppco Pump, Al Qusais Indl Area 4","Dubai, UAE ",None,+9704-2838007,+97None,https://www.yellowpages-uae.com/shahab-restaurant-147692.html,
1078,Shahariyar Restaurant,"Nakheel Road, Deira","Dubai, UAE ",None,+9704-2212797,+97None,https://www.yellowpages-uae.com/shahariyar-restaurant-142525.html,
1079,Shahi Daawat,Bur Dubai,"Dubai, UAE ",None,+97058-8401212,+97None,https://www.yellowpages-uae.com/shahi-daawat-175312.html,
1080,Shahi Mughal Restaurant,"Beside Muncipality office, Satwa","Dubai, UAE ",None,+9704-3440051,+97052-5943286,https://www.yellowpages-uae.com/shahi-mughal-restaurant-175315.html,
1081,Shahi Tandoor,"Zabeel Road, Karama","Dubai, UAE ",None,+9704-3583583,+97None,https://www.yellowpages-uae.com/shahi-tandoor-67451.html,
1082,Shaikh Al Mandi Restaurant,Al Barsha 1,"Dubai, UAE ",None,+9704-3929932,+97None,https://www.yellowpages-uae.com/shaikh-al-mandi-restaurant-68546.html,
1083,Shakespeare And Co,None,"Jebel Ali, UAE ",None,+9704-8854330,+97None,https://www.yellowpages-uae.com/shakespeare-and-co-145285.html,
1084,Shaklan Restaurant,"Mubarak Al Jafla W/H, Street 12 , Al Quoz Indl Area 2","Dubai, UAE ",None,+9704-3285533,+97None,https://www.yellowpages-uae.com/shaklan-restaurant-143790.html,
1085,Shako Mako,"Beach Road, Jumeirah 3","Dubai, UAE ",75232,+9704-3444007,+97055-7744900,https://www.yellowpages-uae.com/shako-mako-175569.html,
1086,Sham Alsehhi Restaurant,"Damascus St, Al Qusais","Dubai, UAE ",48636,+9704-2511155,+97056-7588865,https://www.yellowpages-uae.com/sham-alsehhi-restaurant-175325.html,
1087,Shamiana,Sahara Center,"Sharjah, UAE ",None,+9706-5395930,+97None,https://www.yellowpages-uae.com/shamiana-107677.html,
1088,Shams Al Aseel Cafeteria,Satwa,"Dubai, UAE ",None,+9704-3329505,+97None,https://www.yellowpages-uae.com/shams-al-aseel-cafeteria-145343.html,
1089,Shams Al Batheen Restaurant,Al Qusais,"Dubai, UAE ",79328,+9704-2672204,+97None,https://www.yellowpages-uae.com/shams-al-batheen-restaurant-117846.html,
1090,Shams Restaurant,Khalidiya,"Abu Dhabi, UAE ",29128,+9702-6210176,+97None,https://www.yellowpages-uae.com/shams-restaurant-134374.html,
1091,Shanghai Station,Oud Metha,"Dubai, UAE ",None,+9704-3966559,+97052-5934179,https://www.yellowpages-uae.com/shanghai-station-175210.html,
1092,Sharafuddin Restaurant,"China H-03, Dubai International City","Dubai, UAE ",None,+9704-4475278,+97None,https://www.yellowpages-uae.com/sharafuddin-restaurant-145537.html,
1093,Sharafudheen Restaurant,Al Quoz Industrial Area 3,"Dubai, UAE ",None,+9704-3468448,+97None,https://www.yellowpages-uae.com/sharafudheen-restaurant-142697.html,
1094,Sharjah Club Cafeteria,Near Cricket Stadium,"Sharjah, UAE ",None,+9706-5431717,+97None,https://www.yellowpages-uae.com/sharjah-club-cafeteria-147387.html,
1095,Shatee Restaurant,"Bhnd Citymax Hotel, Al Wahda St","Sharjah, UAE ",None,+9706-5556070,+97None,https://www.yellowpages-uae.com/shatee-restaurant-175372.html,
1096,Shater Grill House Restaurant,"Near Madina Mall, Dubai","Dubai, UAE ",None,+9704-3415660,+97056-5886004,https://www.yellowpages-uae.com/shater-grill-house-restaurant-175299.html,
1097,Shatir Hassan Restaurant,Al Falah St,"Abu Dhabi, UAE ",46539,+9702-6416616,+97None,https://www.yellowpages-uae.com/shatir-hassan-restaurant-129158.html,
1098,Shaukath Restaurant,Bhnd of Karama Hotel,"Dubai, UAE ",None,+9704-3352526,+97None,https://www.yellowpages-uae.com/shaukath-restaurant-142911.html,
1099,Shawarma Time,Najda St,"Abu Dhabi, UAE ",37942,+9702-6336633,+97None,https://www.yellowpages-uae.com/shawarma-time-164777.html,
1100,Shawarmaji,Al Barsha,"Dubai, UAE ",None,+9704-4521717,+97050-4605280,https://www.yellowpages-uae.com/shawarmaji-175356.html,
1101,Sheeshan Restaurant,"Frij Murar, Deira","Dubai, UAE ",None,+9704-2730147,+97None,https://www.yellowpages-uae.com/sheeshan-restaurant-142365.html,
1102,Sher-E-Punjab Restaurant,"Oman St, Al Nakheel","Ras Al Khaimah, UAE ",812,+9707-2221572,+97None,https://www.yellowpages-uae.com/sher-e-punjab-restaurant-113510.html,
1103,Shibam Hadarmout Restaurant,"Near Habtoor Auto Centre, Deira","Dubai, UAE ",236177,+9704-2666024,+97None,https://www.yellowpages-uae.com/shibam-hadarmout-restaurant-161891.html,
1104,Shish Shawerma Restaurant Est,Corniche Rd,"Abu Dhabi, UAE ",38107,+9702-6505576,+97None,https://www.yellowpages-uae.com/shish-shawerma-restaurant-est-164785.html,
1105,Shiv Sagar Restaurant LLC,"Meena Bazaar, Bur Dubai","Dubai, UAE ",43527,+9704-3522020,+97None,https://www.yellowpages-uae.com/shiv-sagar-restaurant-llc-118080.html,
1106,Shoukath Restaurant,Karama,"Dubai, UAE ",23050,+9704-3352526,+97None,https://www.yellowpages-uae.com/shoukath-restaurant-144272.html,
1107,Sigddi Restaurant LLC,"Besides Baby Shop, Al Zabel Rd, Karama","Dubai, UAE ",184061,+9704-3548978,+97None,https://www.yellowpages-uae.com/sigddi-restaurant-llc-143237.html,
1108,Simran's Appa Kadai,Discovery Gardens,"Dubai, UAE ",None,+9704-3348030,+97None,https://www.yellowpages-uae.com/simran-s-appa-kadai-149929.html,
1109,Sind Darbar Restaurant,"Al Muteena Rd, Deira","Dubai, UAE ",None,+9704-2727934,+97None,https://www.yellowpages-uae.com/sind-darbar-restaurant-175256.html,
1110,Sindh Shahbaz Restaurant,"Opp Abdullah Bin Abbas Mosque, King Faisal St","Sharjah, UAE ",None,+9706-5744104,+97None,https://www.yellowpages-uae.com/sindh-shahbaz-restaurant-68479.html,
1111,Singapore Deli,"Behind Pizza Hut, Opposite Burjuman Centre, Al Karama","Dubai, UAE ",49612,+9704-3966885,+97None,https://www.yellowpages-uae.com/singapore-deli-129262.html,
1112,Sinugba ng Cucina Filipino Restaurant,"Amman Rd, Al Nahda 2","Dubai, UAE ",None,+9704-2637482,+97None,https://www.yellowpages-uae.com/sinugba-ng-cucina-filipino-restaurant-175237.html,
1113,Sivestar Bhavan Restaurant,Bur Dubai,"Dubai, UAE ",None,+9704-3979481,+97None,https://www.yellowpages-uae.com/sivestar-bhavan-restaurant-143791.html,
1114,Skye & Walker,Al Rigga,"Dubai, UAE ",None,+9704-2131221,+97None,https://www.yellowpages-uae.com/skye-walker-175778.html,
1115,Slider Station,Al Wasl Road,"Dubai, UAE ",None,+97600 544005,+97None,https://www.yellowpages-uae.com/slider-station-175779.html,
1116,Smiling BKK,"Shop 1, Block 1, Wasl Square, Opposite Safa Park, Al Wasl Road, Al Safa","Dubai, UAE ",None,+9704-3884411,+97None,https://www.yellowpages-uae.com/smiling-bkk-173550.html,
1117,Sonia Company LLC,Rashidiya,"Dubai, UAE ",52546,+9704-2863660,+97None,https://www.yellowpages-uae.com/sonia-company-llc-129747.html,
1118,Sontaya,Saadiyat Island,"Abu Dhabi, UAE ",None,+9702-4988888,+97None,https://www.yellowpages-uae.com/sontaya-175721.html,
1119,Sophies Cafe,Jumeirah,"Dubai, UAE ",None,+9704-4515982,+97None,https://www.yellowpages-uae.com/sophies-cafe-175780.html,
1120,Soy Express,Mussafah,"Abu Dhabi, UAE ",None,+9702-5508900,+97None,https://www.yellowpages-uae.com/soy-express-147050.html,
1121,Soyumm,"Lamcy Plaza, Karama","Dubai, UAE ",None,+9704-3584584,+97None,https://www.yellowpages-uae.com/soyumm-67460.html,
1122,Spaccanapoli,"Crown Plaza, Al Markaziyah","Abu Dhabi, UAE ",None,+9702-6166261,+97None,https://www.yellowpages-uae.com/spaccanapoli-175722.html,
1123,Special Group of Rest and Catering Services,Khalidiya St,"Abu Dhabi, UAE ",52100,+9702-6665512,+97None,https://www.yellowpages-uae.com/special-group-of-rest-and-catering-services-133262.html,
1124,Special Restaurant,None,"Abu Dhabi, UAE ",52100,+9702-6665512,+97None,https://www.yellowpages-uae.com/special-restaurant-146033.html,
1125,Spectrum Restaurant,Backside of Deira Towers,"Dubai, UAE ",None,+9704-2266103,+97None,https://www.yellowpages-uae.com/spectrum-restaurant-142526.html,
1126,Spice By Qureshi,"Ground floor, Ramada Chelsea Hotel, Al Barsha","Dubai, UAE ",None,+9704-5019000,+97None,https://www.yellowpages-uae.com/spice-by-qureshi-143838.html,
1127,Spice Sense Restaurants,"406, Sobha Ivory 2, Business Bay","Dubai, UAE ",None,+9704-5514134,+97None,https://www.yellowpages-uae.com/spice-sense-restaurants-169456.html,
1128,SpiceKlub,"Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool","Dubai, UAE ",None,+9704-4489590,+97None,https://www.yellowpages-uae.com/spiceklub-173554.html,
1129,Spicy Thali Restaurant,Nuaimiyah,"Ajman, UAE ",None,+9706-7419876,+97None,https://www.yellowpages-uae.com/spicy-thali-restaurant-142677.html,
1130,Spicyland Restaurant,"Bhnd Choitram S/M, Abu Shagara","Sharjah, UAE ",None,+9706-5554515,+97None,https://www.yellowpages-uae.com/spicyland-restaurant-146665.html,
